sep=,
Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Interpretability of Black Box Models Through Data-View Extraction and Shadow Model Creation","Neural Information Processing","","","","10.1007/978-3-030-63823-8_44","Rupam PatirShubham SinghalC. AnantaramVikram Goyal","2020","http://link.springer.com/chapter/10.1007/978-3-030-63823-8_44","Chapter"
"An Attempt to Evaluate Information Spread Using the Hawkes Process","Proceedings of the Future Technologies Conference (FTC) 2021, Volume 2","","","","10.1007/978-3-030-89880-9_27","Pierre WatineArezo BodaghiKetra A. Schmitt","2022","http://link.springer.com/chapter/10.1007/978-3-030-89880-9_27","Chapter"
"A Novel Prevention Technique Using Deep Analysis Intruder Tracing with a Bottom-Up Approach Against Flood Attacks in VoIP Systems","Intelligent Computing & Optimization","","","","10.1007/978-3-030-93247-3_85","Sheeba ArmoogumNawaz Mohamudally","2022","http://link.springer.com/chapter/10.1007/978-3-030-93247-3_85","Chapter"
"An Intelligent Predictive Maintenance Approach Based on End-of-Line Test Logfiles in the Automotive Industry","Industrial IoT Technologies and Applications","","","","10.1007/978-3-030-71061-3_8","David VicêncioHugo SilvaSalviano SoaresVítor FilipeAntónio Valente","2021","http://link.springer.com/chapter/10.1007/978-3-030-71061-3_8","Chapter"
"Measuring Memorization Effect in Word-Level Neural Networks Probing","Text, Speech, and Dialogue","","","","10.1007/978-3-030-58323-1_19","Rudolf RosaTomáš MusilDavid Mareček","2020","http://link.springer.com/chapter/10.1007/978-3-030-58323-1_19","Chapter"
"Individual Movement Monitor Using Data Mining","Data Intelligence and Cognitive Informatics","","","","10.1007/978-981-16-6460-1_24","Deshak BhatnagarSiddhaling Urolagin","2022","http://link.springer.com/chapter/10.1007/978-981-16-6460-1_24","Chapter"
"Towards Network Anomaly Detection Using Graph Embedding","Computational Science – ICCS 2020","","","","10.1007/978-3-030-50423-6_12","Qingsai XiaoJian LiuQuiyun WangZhengwei JiangXuren WangYepeng Yao","2020","http://link.springer.com/chapter/10.1007/978-3-030-50423-6_12","Chapter"
"Suggesting Descriptive Method Names: An Exploratory Study of Two Machine Learning Approaches","Quality of Information and Communications Technology","","","","10.1007/978-3-030-58793-2_8","Oleksandr ZaitsevStephane DucasseAlexandre BergelMathieu Eveillard","2020","http://link.springer.com/chapter/10.1007/978-3-030-58793-2_8","Chapter"
"Ensemble Feature Selection Approach for Detecting Denial of Service Attacks in RPL Networks","Advances in Cyber Security","","","","10.1007/978-981-16-8059-5_21","Taief Alaa AlamiedyMohammed F. R. AnbarBahari BelatonArkan Hamoodi KablaBaidaa Hamza Khudayer","2021","http://link.springer.com/chapter/10.1007/978-981-16-8059-5_21","Chapter"
"A Method for Decompensation Prediction in Emergency and Harsh Situations","Web and Big Data","","","","10.1007/978-3-030-60290-1_6","Guozheng RaoShuying ZhaoLi ZhangQing CongZhiyong Feng","2020","http://link.springer.com/chapter/10.1007/978-3-030-60290-1_6","Chapter"
"A General Machine Learning Framework for Survival Analysis","Machine Learning and Knowledge Discovery in Databases","","","","10.1007/978-3-030-67664-3_10","Andreas BenderDavid RügamerFabian ScheiplBernd Bischl","2021","http://link.springer.com/chapter/10.1007/978-3-030-67664-3_10","Chapter"
"RFM-Based Customer Analysis and Product Recommendation System","Advanced Computing and Intelligent Technologies","","","","10.1007/978-981-16-2164-2_13","Rahul KrishnanPrashant R. Nair","2022","http://link.springer.com/chapter/10.1007/978-981-16-2164-2_13","Chapter"
"Deep Attention Model with Multiple Features for Rumor Identification","Frontiers in Cyber Security","","","","10.1007/978-981-15-9739-8_6","Lina WangWenqi WangTong ChenJianpeng KeBenxiao Tang","2020","http://link.springer.com/chapter/10.1007/978-981-15-9739-8_6","Chapter"
"Trainable Windowing Coefficients in DNN for Raw Audio Classification","Cloud Computing, Big Data & Emerging Topics","","","","10.1007/978-3-030-61218-4_11","Mario Alejandro GarcíaEduardo Atilio DestéfanisAna Lorena Rosset","2020","http://link.springer.com/chapter/10.1007/978-3-030-61218-4_11","Chapter"
"Research on the Application of Personalized Course Recommendation of Learn to Rank Based on Knowledge Graph","Mobile Wireless Middleware, Operating Systems and Applications","","","","10.1007/978-3-030-62205-3_2","Hao WuFanJun Meng","2020","http://link.springer.com/chapter/10.1007/978-3-030-62205-3_2","Chapter"
"On the Performance of Planning Through Backpropagation","Intelligent Systems","","","","10.1007/978-3-030-61380-8_8","Renato ScaroniThiago P. BuenoLeliane N. de BarrosDenis Mauá","2020","http://link.springer.com/chapter/10.1007/978-3-030-61380-8_8","Chapter"
"Hybrid Text Feature Modeling for Disease Group Prediction Using Unstructured Physician Notes","Computational Science – ICCS 2020","","","","10.1007/978-3-030-50423-6_24","Gokul S. KrishnanS. Sowmya Kamath","2020","http://link.springer.com/chapter/10.1007/978-3-030-50423-6_24","Chapter"
"Investigating the Impact of Pre-trained Word Embeddings on Memorization in Neural Networks","Text, Speech, and Dialogue","","","","10.1007/978-3-030-58323-1_30","Aleena ThomasDavid Ifeoluwa AdelaniAli DavodyAditya MogadalaDietrich Klakow","2020","http://link.springer.com/chapter/10.1007/978-3-030-58323-1_30","Chapter"
"Exploring Sequence-to-Sequence Models for SPARQL Pattern Composition","Knowledge Graphs and Semantic Web","","","","10.1007/978-3-030-65384-2_12","Anand PanchbhaiTommaso SoruEdgard Marx","2020","http://link.springer.com/chapter/10.1007/978-3-030-65384-2_12","Chapter"
"Reject and Cascade Classifier with Subgroup Discovery for Interpretable Metagenomic Signatures","Machine Learning and Principles and Practice of Knowledge Discovery in Databases","","","","10.1007/978-3-030-93736-2_5","Maxence QueyrelAlexandre TemplierJean-Daniel Zucker","2021","http://link.springer.com/chapter/10.1007/978-3-030-93736-2_5","Chapter"
"DyHGCN: A Dynamic Heterogeneous Graph Convolutional Network to Learn Users’ Dynamic Preferences for Information Diffusion Prediction","Machine Learning and Knowledge Discovery in Databases","","","","10.1007/978-3-030-67664-3_21","Chunyuan YuanJiacheng LiWei ZhouYijun LuXiaodan ZhangSonglin Hu","2021","http://link.springer.com/chapter/10.1007/978-3-030-67664-3_21","Chapter"
"Detecting Advanced Persistent Threat in Edge Computing via Federated Learning","Security and Privacy in Digital Economy","","","","10.1007/978-981-15-9129-7_36","Zitong LiJiale ChenJiale ZhangXiang ChengBing Chen","2020","http://link.springer.com/chapter/10.1007/978-981-15-9129-7_36","Chapter"
"Smart Freight Transportation Platform Development and Impacts on CO2 Emission in Quebec","Proceedings of the Future Technologies Conference (FTC) 2021, Volume 2","","","","10.1007/978-3-030-89880-9_42","Marjan PadidarSamira KeivanpourMaha BenAli","2022","http://link.springer.com/chapter/10.1007/978-3-030-89880-9_42","Chapter"
"Modeling Dynamic Social Behaviors with Time-Evolving Graphs for User Behavior Predictions","Database Systems for Advanced Applications","","","","10.1007/978-3-030-73194-6_35","Tianzi ZangYanmin ZhuChen GongHaobing LiuBo Li","2021","http://link.springer.com/chapter/10.1007/978-3-030-73194-6_35","Chapter"
"Classification of Rare Recipes Requires Linguistic Features as Special Ingredients","Advances in Artificial Intelligence","","","","10.1007/978-3-030-47358-7_44","Elham MohammadiNada NajiLouis MarceauMarc QueudotEric ChartonLeila KosseimMarie-Jean Meurs","2020","http://link.springer.com/chapter/10.1007/978-3-030-47358-7_44","Chapter"
"Demand Manipulation Attack Resilient Privacy Aware Smart Grid Using PUFs and Blockchain","Applied Cryptography and Network Security Workshops","","","","10.1007/978-3-030-81645-2_15","Soumyadyuti GhoshUrbi ChatterjeeDurba ChatterjeeRumia MasburahDebdeep MukhopadhyaySoumyajit Dey","2021","http://link.springer.com/chapter/10.1007/978-3-030-81645-2_15","Chapter"
"Scalable Data-Intensive Geocomputation: A Design for Real-Time Continental Flood Inundation Mapping","Driving Scientific and Engineering Discoveries Through the Convergence of HPC, Big Data and AI","","","","10.1007/978-3-030-63393-6_9","Yan Y. LiuJibonananda Sanyal","2020","http://link.springer.com/chapter/10.1007/978-3-030-63393-6_9","Chapter"
"Predicting Learners Need for Recommendation Using Dynamic Graph-Based Knowledge Tracing","Artificial Intelligence in Education","","","","10.1007/978-3-030-52240-7_9","Abdessamad ChanaaNour-Eddine El Faddouli","2020","http://link.springer.com/chapter/10.1007/978-3-030-52240-7_9","Chapter"
"Exercise Hierarchical Feature Enhanced Knowledge Tracing","Artificial Intelligence in Education","","","","10.1007/978-3-030-52240-7_59","Hanshuang TongYun ZhouZhen Wang","2020","http://link.springer.com/chapter/10.1007/978-3-030-52240-7_59","Chapter"
"Investigating Transformers for Automatic Short Answer Grading","Artificial Intelligence in Education","","","","10.1007/978-3-030-52240-7_8","Leon CamusAnna Filighera","2020","http://link.springer.com/chapter/10.1007/978-3-030-52240-7_8","Chapter"
"Tell Me How You Re-Charge, I Will Tell You Where You Drove To: Electric Vehicles Profiling Based on Charging-Current Demand","Computer Security – ESORICS 2021","","","","10.1007/978-3-030-88418-5_31","Alessandro BrighenteMauro ContiIzza Sadaf","2021","http://link.springer.com/chapter/10.1007/978-3-030-88418-5_31","Chapter"
"Conditional Neural Relational Inference for Interacting Systems","Machine Learning and Knowledge Discovery in Databases. Applied Data Science Track","","","","10.1007/978-3-030-86517-7_12","Joao A. Candido RamosLionel BlondéStéphane ArmandAlexandros Kalousis","2021","http://link.springer.com/chapter/10.1007/978-3-030-86517-7_12","Chapter"
"Deep Knowledge Tracing with Transformers","Artificial Intelligence in Education","","","","10.1007/978-3-030-52240-7_46","Shi PuMichael YudelsonLu OuYuchi Huang","2020","http://link.springer.com/chapter/10.1007/978-3-030-52240-7_46","Chapter"
"Principle-to-Program: Neural Methods for Similar Question Retrieval in Online Communities","Advances in Information Retrieval","","","","10.1007/978-3-030-45442-5_88","Muthusamy ChelliahManish ShrivastavaJaidam Ram Tej","2020","http://link.springer.com/chapter/10.1007/978-3-030-45442-5_88","Chapter"
"Maximizing Explainability with SF-Lasso and Selective Inference for Video and Picture Ads","Advances in Knowledge Discovery and Data Mining","","","","10.1007/978-3-030-75762-5_45","Eunkyung ParkRaymond K. WongJunbum KwonVictor W. Chu","2021","http://link.springer.com/chapter/10.1007/978-3-030-75762-5_45","Chapter"
"Activity recognition in a smart home using local feature weighting and variants of nearest-neighbors classifiers","Journal of Ambient Intelligence and Humanized Computing","","12","2","10.1007/s12652-020-02348-6","Labiba Gillani FahadSyed Fahad Tahir","2021","http://link.springer.com/article/10.1007/s12652-020-02348-6","Article"
"Unsupervised Anomaly Detection in Daily WAN Traffic Patterns","Driving Scientific and Engineering Discoveries Through the Convergence of HPC, Big Data and AI","","","","10.1007/978-3-030-63393-6_16","Scott CampbellMariam KiranFatema Bannat Wala","2020","http://link.springer.com/chapter/10.1007/978-3-030-63393-6_16","Chapter"
"Learning Ability Community for Personalized Knowledge Tracing","Web and Big Data","","","","10.1007/978-3-030-60290-1_14","Juntao ZhangBiao LiWei SongNanzhou LinXiandi YangZhiyong Peng","2020","http://link.springer.com/chapter/10.1007/978-3-030-60290-1_14","Chapter"
"Influence of Random Walk Parametrization on Graph Embeddings","Advances in Information Retrieval","","","","10.1007/978-3-030-45442-5_8","Fabian SchliskiJörg SchlöttererMichael Granitzer","2020","http://link.springer.com/chapter/10.1007/978-3-030-45442-5_8","Chapter"
"Visual Analytics for Extracting Trends from Spatio-temporal Data","Advanced Analytics and Learning on Temporal Data","","","","10.1007/978-3-030-65742-0_9","Michiel DhontElena TsiporkovaTom TourwéNicolás González-Deleito","2020","http://link.springer.com/chapter/10.1007/978-3-030-65742-0_9","Chapter"
"Text Summarization of Articles Using LSTM and Attention-Based LSTM","Machine Learning and Autonomous Systems","","","","10.1007/978-981-16-7996-4_10","Harsh KumarGaurav KumarShaivye SinghSourav Paul","2022","http://link.springer.com/chapter/10.1007/978-981-16-7996-4_10","Chapter"
"Improving Deep Item-Based Collaborative Filtering with Bayesian Personalized Ranking for MOOC Course Recommendation","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-55130-8_22","Xiao LiXiang LiJintao TangTing WangYang ZhangHongyi Chen","2020","http://link.springer.com/chapter/10.1007/978-3-030-55130-8_22","Chapter"
"Capturing Fairness and Uncertainty in Student Dropout Prediction – A Comparison Study","Artificial Intelligence in Education","","","","10.1007/978-3-030-78270-2_25","Efthyvoulos DrousiotisPanagiotis PentaliotisLei ShiAlexandra I. Cristea","2021","http://link.springer.com/chapter/10.1007/978-3-030-78270-2_25","Chapter"
"Adaptive Ensemble Variants of Random Vector Functional Link Networks","Neural Information Processing","","","","10.1007/978-3-030-63823-8_4","Minghui HuQiushi ShiP. N. SuganthanM. Tanveer","2020","http://link.springer.com/chapter/10.1007/978-3-030-63823-8_4","Chapter"
"Deep-Cross-Attention Recommendation Model for Knowledge Sharing Micro Learning Service","Artificial Intelligence in Education","","","","10.1007/978-3-030-52240-7_31","Jiayin LinGeng SunJun ShenDavid PritchardTingru CuiDongming XuLi LiGhassan BeydounShiping Chen","2020","http://link.springer.com/chapter/10.1007/978-3-030-52240-7_31","Chapter"
"Distributed AI for Special-Purpose Vehicles","Computer Safety, Reliability, and Security. SAFECOMP 2020 Workshops","","","","10.1007/978-3-030-55583-2_18","Kevin Van VaerenberghHenrique CabralPierre DagnelyTom Tourwé","2020","http://link.springer.com/chapter/10.1007/978-3-030-55583-2_18","Chapter"
"Information Source Estimation with Multi-Channel Graph Neural Network","Graph Data Mining","","","","10.1007/978-981-16-2609-8_1","Xincheng ShuBin YuZhongyuan RuanQingpeng ZhangQi Xuan","2021","http://link.springer.com/chapter/10.1007/978-981-16-2609-8_1","Chapter"
"Ranking Pathology Data in the Absence of a Ground Truth","Artificial Intelligence XXXVIII","","","","10.1007/978-3-030-91100-3_18","Jing QiGirvan BurnsideFrans Coenen","2021","http://link.springer.com/chapter/10.1007/978-3-030-91100-3_18","Chapter"
"DDNE: Discriminative Distance Metric Learning for Network Embedding","Computational Science – ICCS 2020","","","","10.1007/978-3-030-50371-0_42","Xiaoxue LiYangxi LiYanmin ShangLingling TongFang FangPengfei YinJie ChengJing Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-50371-0_42","Chapter"
"Reduced Order Modeling of Dynamical Systems Using Artificial Neural Networks Applied to Water Circulation","High Performance Computing","","","","10.1007/978-3-030-59851-8_8","Alberto Costa Nogueira Jr.João Lucas de Sousa AlmeidaGuillaume AugerCampbell D. Watson","2020","http://link.springer.com/chapter/10.1007/978-3-030-59851-8_8","Chapter"
"Intention Multiple-Representation Model for Logistics Intelligent Customer Service","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-55130-8_16","Jingxiang HuJunjie PengWenqiang ZhangLizhe QiMiao HuHuanxiang Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-55130-8_16","Chapter"
"Dynamic Multi-hop Reasoning","Web and Big Data","","","","10.1007/978-3-030-60259-8_39","Liang XuJunjie YaoYingjie Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-60259-8_39","Chapter"
"Spatio-Temporal Self-Attention Network for Next POI Recommendation","Web and Big Data","","","","10.1007/978-3-030-60259-8_30","Jiacheng NiPengpeng ZhaoJiajie XuJunhua FangZhixu LiXuefeng XianZhiming CuiVictor S. Sheng","2020","http://link.springer.com/chapter/10.1007/978-3-030-60259-8_30","Chapter"
"DAKE: Document-Level Attention for Keyphrase Extraction","Advances in Information Retrieval","","","","10.1007/978-3-030-45442-5_49","Tokala Yaswanth Sri Sai SantoshDebarshi Kumar SanyalPlaban Kumar BhowmickPartha Pratim Das","2020","http://link.springer.com/chapter/10.1007/978-3-030-45442-5_49","Chapter"
"Distribution-dependent feature selection for deep neural networks","Applied Intelligence","","52","4","10.1007/s10489-021-02663-1","Xuebin ZhaoWeifu LiHong ChenYingjie WangYanhong ChenVijay John","2022","http://link.springer.com/article/10.1007/s10489-021-02663-1","Article"
"Event Relation Reasoning Based on Event Knowledge Graph","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-82136-4_40","Tingting TangWei LiuWeimin LiJinliang WuHaiyang Ren","2021","http://link.springer.com/chapter/10.1007/978-3-030-82136-4_40","Chapter"
"Inferring in Circles: Active Inference in Continuous State Space Using Hierarchical Gaussian Filtering of Sufficient Statistics","Machine Learning and Principles and Practice of Knowledge Discovery in Databases","","","","10.1007/978-3-030-93736-2_57","Peter Thestrup WaadeNace MikusChristoph Mathys","2021","http://link.springer.com/chapter/10.1007/978-3-030-93736-2_57","Chapter"
"Student Dropout Prediction","Artificial Intelligence in Education","","","","10.1007/978-3-030-52237-7_11","Francesca Del BonifroMaurizio GabbrielliGiuseppe LisantiStefano Pio Zingaro","2020","http://link.springer.com/chapter/10.1007/978-3-030-52237-7_11","Chapter"
"A Study on Argument-Based Analysis of Legal Model","Innovations in Bio-Inspired Computing and Applications","","","","10.1007/978-3-030-73603-3_42","Riya SilDipanjan SahaAbhishek Roy","2021","http://link.springer.com/chapter/10.1007/978-3-030-73603-3_42","Chapter"
"Revisiting Fast and Slow Thinking in Case-Based Reasoning","Case-Based Reasoning Research and Development","","","","10.1007/978-3-030-86957-1_8","Srashti KauravDevi GanesanDeepak PSutanu Chakraborti","2021","http://link.springer.com/chapter/10.1007/978-3-030-86957-1_8","Chapter"
"HACK: A Hierarchical Model for Fake News Detection","Web Information Systems Engineering – WISE 2021","","","","10.1007/978-3-030-90888-1_43","Yanqi LiKe JiKun MaZhenxiang ChenJun WuYidong LiGuandong Xu","2021","http://link.springer.com/chapter/10.1007/978-3-030-90888-1_43","Chapter"
"Injecting Domain Knowledge in Neural Networks: A Controlled Experiment on a Constrained Problem","Integration of Constraint Programming, Artificial Intelligence, and Operations Research","","","","10.1007/978-3-030-78230-6_17","Mattia SilvestriMichele LombardiMichela Milano","2021","http://link.springer.com/chapter/10.1007/978-3-030-78230-6_17","Chapter"
"Fast Performance Estimation and Design Space Exploration of SSD Using AI Techniques","Embedded Computer Systems: Architectures, Modeling, and Simulation","","","","10.1007/978-3-030-60939-9_1","Jangryul KimSoonhoi Ha","2020","http://link.springer.com/chapter/10.1007/978-3-030-60939-9_1","Chapter"
"Flow Velocity Estimation by Means Multi-layer Perceptron in a Pipeline","Telematics and Computing","","","","10.1007/978-3-030-62554-2_22","José Francisco Uribe VázquezHéctor Rodríguez RangelMario Cesar Maya RodríguezRené Tolentino EslavaEduardo Yudho Montes de Oca","2020","http://link.springer.com/chapter/10.1007/978-3-030-62554-2_22","Chapter"
"Adapting Ensemble Neural Networks to Clinical Prediction in High-Dimensional Settings","Advances in Artificial Intelligence","","","","10.1007/978-3-030-47358-7_15","Simon de MontignyPhilippe Broët","2020","http://link.springer.com/chapter/10.1007/978-3-030-47358-7_15","Chapter"
"Kwame: A Bilingual AI Teaching Assistant for Online SuaCode Courses","Artificial Intelligence in Education","","","","10.1007/978-3-030-78270-2_16","George Boateng","2021","http://link.springer.com/chapter/10.1007/978-3-030-78270-2_16","Chapter"
"Improving the Stability of a Convolutional Neural Network Time-Series Classifier Using SeLU and Tanh","Neural Information Processing","","","","10.1007/978-3-030-63823-8_89","Melanie RenkinJessica Sharmin Rahman","2020","http://link.springer.com/chapter/10.1007/978-3-030-63823-8_89","Chapter"
"Issues and Challenges in Incorporating the Internet of Things with the Healthcare Sector","Data Engineering and Communication Technology","","","","10.1007/978-981-16-0081-4_64","Saurabh BhattacharyaManju Pandey","2021","http://link.springer.com/chapter/10.1007/978-981-16-0081-4_64","Chapter"
"Spatial-Temporal Attention Network for Temporal Knowledge Graph Completion","Database Systems for Advanced Applications","","","","10.1007/978-3-030-73194-6_15","Jiasheng ZhangShuang LiangZhiyi DengJie Shao","2021","http://link.springer.com/chapter/10.1007/978-3-030-73194-6_15","Chapter"
"A Trustable and Interoperable Decentralized Solution for Citizen-Centric and Cross-Border eGovernance: A Conceptual Approach","Electronic Government","","","","10.1007/978-3-030-84789-0_19","George DomalisNikos KaracapilidisDimitris TsakalidisAnastasios Giannaros","2021","http://link.springer.com/chapter/10.1007/978-3-030-84789-0_19","Chapter"
"Prediction and Explanation of Privacy Risk on Mobility Data with Neural Networks","ECML PKDD 2020 Workshops","","","","10.1007/978-3-030-65965-3_34","Francesca NarettoRoberto PellungriniFranco Maria NardiniFosca Giannotti","2020","http://link.springer.com/chapter/10.1007/978-3-030-65965-3_34","Chapter"
"Sequence-to-Sequence Models for Automated Text Simplification","Artificial Intelligence in Education","","","","10.1007/978-3-030-52240-7_6","Robert-Mihai BotarleanuMihai DascaluScott Andrew CrossleyDanielle S. McNamara","2020","http://link.springer.com/chapter/10.1007/978-3-030-52240-7_6","Chapter"
"Pointer Program Synthesis as Non-deterministic Planning","Structured Object-Oriented Formal Language and Method","","","","10.1007/978-3-030-77474-5_9","Xu LuBin Yu","2021","http://link.springer.com/chapter/10.1007/978-3-030-77474-5_9","Chapter"
"Finding the Optimal Network Depth in Classification Tasks","Machine Learning and Knowledge Discovery in Databases","","","","10.1007/978-3-030-67664-3_16","Bartosz WójcikMaciej WołczykKlaudia BałazyJacek Tabor","2021","http://link.springer.com/chapter/10.1007/978-3-030-67664-3_16","Chapter"
"Multi-granularity Complex Network Representation Learning","Rough Sets","","","","10.1007/978-3-030-52705-1_18","Peisen LiGuoyin WangJun HuYun Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-52705-1_18","Chapter"
"A k-Anonymised Federated Learning Framework with Decision Trees","Data Privacy Management, Cryptocurrencies and Blockchain Technology","","","","10.1007/978-3-030-93944-1_7","Saloni KwatraVicenç Torra","2022","http://link.springer.com/chapter/10.1007/978-3-030-93944-1_7","Chapter"
"Hybridizing Sentence Transformer Model with Multi-KNN for Biomedical Documents","Data Intelligence and Cognitive Informatics","","","","10.1007/978-981-16-6460-1_11","Owais AhmadSadika VermaShahid AzimAditi Sharan","2022","http://link.springer.com/chapter/10.1007/978-981-16-6460-1_11","Chapter"
"Analyzing Metrics to Understand Human Mobility Phenomena: Challenges and Solutions","Distributed Computing and Artificial Intelligence, Volume 2: Special Sessions 18th International Conference","","","","10.1007/978-3-030-86887-1_15","Luís RosaFábio SilvaCesar Analide","2022","http://link.springer.com/chapter/10.1007/978-3-030-86887-1_15","Chapter"
"Modelling Energy Consumption of Domestic Households via Supervised and Unsupervised Learning: A Case Study","Machine Learning and Metaheuristics Algorithms, and Applications","","","","10.1007/978-981-16-0419-5_13","Shahid Mehraj Shah","2021","http://link.springer.com/chapter/10.1007/978-981-16-0419-5_13","Chapter"
"MM-CPred: A Multi-task Predictive Model for Continuous-Time Event Sequences with Mixture Learning Losses","Database Systems for Advanced Applications","","","","10.1007/978-3-030-73194-6_34","Li LinZan ZongLijie WenChen QianShuang LiJianmin Wang","2021","http://link.springer.com/chapter/10.1007/978-3-030-73194-6_34","Chapter"
"Predicting Railway Signalling Commands Using Neural Networks for Anomaly Detection","Computer Safety, Reliability, and Security","","","","10.1007/978-3-030-54549-9_11","Markus HeinrichDominik RenkelTolga ArulStefan Katzenbeisser","2020","http://link.springer.com/chapter/10.1007/978-3-030-54549-9_11","Chapter"
"Mobile Application Software Usability Evaluation: Issues, Methods and Future Research Directions","Information and Communication Technology and Applications","","","","10.1007/978-3-030-69143-1_43","Blessing Iganya AttahJohn Kolo AlhassanIshaq Oyebisi OyefolahanSulaimon Adebayo Bashir","2021","http://link.springer.com/chapter/10.1007/978-3-030-69143-1_43","Chapter"
"A Network Intrusion Detection System for Concept Drifting Network Traffic Data","Discovery Science","","","","10.1007/978-3-030-88942-5_9","Giuseppina AndresiniAnnalisa AppiceCorrado LoglisciVincenzo BelvedereDomenico RedavidDonato Malerba","2021","http://link.springer.com/chapter/10.1007/978-3-030-88942-5_9","Chapter"
"A Hierarchical Model for Data-to-Text Generation","Advances in Information Retrieval","","","","10.1007/978-3-030-45439-5_5","Clément RebuffelLaure SoulierGeoffrey ScoutheetenPatrick Gallinari","2020","http://link.springer.com/chapter/10.1007/978-3-030-45439-5_5","Chapter"
"Credit Risk Prediction in Commercial Bank Using Chi-Square with SVM-RBF","Information and Communication Technology and Applications","","","","10.1007/978-3-030-69143-1_13","Kayode Omotosho AlabiSulaiman Olaniyi AbdulsalamRoseline Oluwaseun OgundokunMicheal Olaolu Arowolo","2021","http://link.springer.com/chapter/10.1007/978-3-030-69143-1_13","Chapter"
"Expert Systems in Academic Advising","Proceedings of the International Conference on Advanced Intelligent Systems and Informatics 2021","","","","10.1007/978-3-030-89701-7_18","Rania El-SayedShahd SeddikLydia W. Rizkallah","2022","http://link.springer.com/chapter/10.1007/978-3-030-89701-7_18","Chapter"
"Increasing Productivity and Quality with IoT Technologies in Industrial Treatment Systems","Artificial Intelligence Systems and the Internet of Things in the Digital Era","","","","10.1007/978-3-030-77246-8_18","Adem KayarFatih ÖztürkHakan Ceyhan","2021","http://link.springer.com/chapter/10.1007/978-3-030-77246-8_18","Chapter"
"RepairNet: Contextual Sequence-to-Sequence Network for Automated Program Repair","Artificial Intelligence in Education","","","","10.1007/978-3-030-78292-4_1","Kumar AbhinavVijaya SharvaniAlpana DubeyMeenakshi D’SouzaNitish BhardwajSakshi JainVeenu Arora","2021","http://link.springer.com/chapter/10.1007/978-3-030-78292-4_1","Chapter"
"LBNet: A Model for Judicial Reading Comprehension","Web and Big Data. APWeb-WAIM 2020 International Workshops","","","","10.1007/978-981-16-0479-9_12","Hao LiuJungang Xu","2021","http://link.springer.com/chapter/10.1007/978-981-16-0479-9_12","Chapter"
"Towards Fuzzy Context-Aware Automatic Gait Assessments in Free-Living Environments","Advances in Computational Intelligence Systems","","","","10.1007/978-3-030-87094-2_41","Megan Taylor BunkerArshad SherVera AkpokodjeFederico VillagraNeil Mac ParthaláinOtar Akanyeti","2022","http://link.springer.com/chapter/10.1007/978-3-030-87094-2_41","Chapter"
"The Spatiotemporal Traffic Accident Risk Analysis in Urban Traffic Network","Mobile Wireless Middleware, Operating Systems and Applications","","","","10.1007/978-3-030-62205-3_8","Chijun ZhangJing jinQiuyang HuangZhanwei DuZhilu YuanShengjun TangYang Liu","2020","http://link.springer.com/chapter/10.1007/978-3-030-62205-3_8","Chapter"
"Inductive Document Network Embedding with Topic-Word Attention","Advances in Information Retrieval","","","","10.1007/978-3-030-45439-5_22","Robin BrochierAdrien GuilleJulien Velcin","2020","http://link.springer.com/chapter/10.1007/978-3-030-45439-5_22","Chapter"
"Consensus Driven Self-Organization: Towards Non Hierarchical Multi-Map Architectures","Neural Information Processing","","","","10.1007/978-3-030-63823-8_60","Noémie GonnierYann BonifaceHervé Frezza-Buet","2020","http://link.springer.com/chapter/10.1007/978-3-030-63823-8_60","Chapter"
"Ultra-low Power Machinery Fault Detection Using Deep Neural Networks","Machine Learning and Principles and Practice of Knowledge Discovery in Databases","","","","10.1007/978-3-030-93736-2_30","Sven NitzscheMoritz NeherStefan von DoskyJürgen Becker","2021","http://link.springer.com/chapter/10.1007/978-3-030-93736-2_30","Chapter"
"A Dynamic Answering Path Based Fusion Model for KGQA","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-55130-8_21","Mingrong TangHaobo XiongLiping WangXuemin Lin","2020","http://link.springer.com/chapter/10.1007/978-3-030-55130-8_21","Chapter"
"How Students Influence Faculty Satisfaction with Online Courses and Do the Age of Faculty Matter","Proceedings of the International Conference on Artificial Intelligence and Computer Vision (AICV2021)","","","","10.1007/978-3-030-76346-6_72","Rabiant Ali SultanAli Khalil AlqallafShahad Abdallah AlzarooniNouf Hamad AlrahmaMira Ahmed AlAliMuhammad Turki Alshurideh","2021","http://link.springer.com/chapter/10.1007/978-3-030-76346-6_72","Chapter"
"Applicational Statistics in Data Science and Machine Learning","Trends of Data Science and Applications","","","","10.1007/978-981-33-6815-6_4","Indrashis DasAnoushka Mishra","2021","http://link.springer.com/chapter/10.1007/978-981-33-6815-6_4","Chapter"
