PMID;Title;Authors;Citation;First Author;Journal/Book;Publication Year;Create Date;PMCID;NIHMS ID;DOI
35169598;Omicron BA.2 (B.1.1.529.2): high potential to becoming the next dominating variant;Chen J, Wei GW.;ArXiv. 2022 Feb 10:arXiv:2202.05031v1. Preprint.;Chen J;ArXiv;2022;16-2-2022;PMC8845508;;
33798095;Higher airborne pollen concentrations correlated with increased SARS-CoV-2 infection rates, as evidenced from 31 countries across the globe;Damialis A, Gilles S, Sofiev M, Sofieva V, Kolek F, Bayr D, Plaza MP, Leier-Wirtz V, Kaschuba S, Ziska LH, Bielory L, Makra L, Del Mar Trigo M, COVID-19/POLLEN study group, Traidl-Hoffmann C.;Proc Natl Acad Sci U S A. 2021 Mar 23,118(12):e2019034118. doi: 10.1073/pnas.2019034118.;Damialis A;Proc Natl Acad Sci U S A;2021;2-4-2021;PMC7999946;;10.1073/pnas.2019034118
34745489;Susceptible-Infected-Removed Mathematical Model under Deep Learning in Hospital Infection Control of Novel Coronavirus Pneumonia;Liu T, Bai Y, Du M, Gao Y, Liu Y.;J Healthc Eng. 2021 Oct 27,2021:1535046. doi: 10.1155/2021/1535046. eCollection 2021.;Liu T;J Healthc Eng;2021;8-11-2021;PMC8566049;;10.1155/2021/1535046
32735549;Prognostic Modeling of COVID-19 Using Artificial Intelligence in the United Kingdom: Model Development and Validation;Abdulaal A, Patel A, Charani E, Denny S, Mughal N, Moore L.;J Med Internet Res. 2020 Aug 25,22(8):e20259. doi: 10.2196/20259.;Abdulaal A;J Med Internet Res;2020;1-8-2020;PMC7451108;;10.2196/20259
35095341;A Bayesian machine learning approach for spatio-temporal prediction of COVID-19 cases;Niraula P, Mateu J, Chaudhuri S.;Stoch Environ Res Risk Assess. 2022 Jan 25:1-19. doi: 10.1007/s00477-021-02168-w. Online ahead of print.;Niraula P;Stoch Environ Res Risk Assess;2022;31-1-2022;PMC8787453;;10.1007/s00477-021-02168-w
34898797;The role of contemporary digital tools and technologies in Covid-19 crisis: An exploratory analysis;Subramanian M, Shanmuga Vadivel K, Hatamleh WA, Alnuaim AA, Abdelhady M, V E S.;Expert Syst. 2021 Oct 6:10.1111/exsy.12834. doi: 10.1111/exsy.12834. Online ahead of print.;Subramanian M;Expert Syst;2021;13-12-2021;PMC8646626;;10.1111/exsy.12834
33495725;Prediction modelling of COVID using machine learning methods from B-cell dataset;Jain N, Jhunthra S, Garg H, Gupta V, Mohan S, Ahmadian A, Salahshour S, Ferrara M.;Results Phys. 2021 Feb,21:103813. doi: 10.1016/j.rinp.2021.103813. Epub 2021 Jan 17.;Jain N;Results Phys;2021;26-1-2021;PMC7816944;;10.1016/j.rinp.2021.103813
34258586;Performance Evaluation of Soft Computing Approaches for Forecasting COVID-19 Pandemic Cases;Shoaib M, Salahudin H, Hammad M, Ahmad S, Khan AA, Khan MM, Baig MAI, Ahmad F, Ullah MK.;SN Comput Sci. 2021,2(5):372. doi: 10.1007/s42979-021-00764-9. Epub 2021 Jul 9.;Shoaib M;SN Comput Sci;2021;14-7-2021;PMC8267227;;10.1007/s42979-021-00764-9
34692627;A Novel Matrix Profile-Guided Attention LSTM Model for Forecasting COVID-19 Cases in USA;Liu Q, Fung DLX, Lac L, Hu P.;Front Public Health. 2021 Oct 7,9:741030. doi: 10.3389/fpubh.2021.741030. eCollection 2021.;Liu Q;Front Public Health;2021;25-10-2021;PMC8529122;;10.3389/fpubh.2021.741030
33746373;Forecasting of COVID-19 using deep layer Recurrent Neural Networks (RNNs) with Gated Recurrent Units (GRUs) and Long Short-Term Memory (LSTM) cells;ArunKumar KE, Kalaga DV, Kumar CMS, Kawaji M, Brenza TM.;Chaos Solitons Fractals. 2021 May,146:110861. doi: 10.1016/j.chaos.2021.110861. Epub 2021 Mar 14.;ArunKumar KE;Chaos Solitons Fractals;2021;22-3-2021;PMC7955925;;10.1016/j.chaos.2021.110861
32782048;Public Health Lessons Learned From Biases in Coronavirus Mortality Overestimation;Brown RB.;Disaster Med Public Health Prep. 2020 Jun,14(3):364-371. doi: 10.1017/dmp.2020.298. Epub 2020 Aug 12.;Brown RB;Disaster Med Public Health Prep;2020;13-8-2020;PMC7511835;;10.1017/dmp.2020.298
34421230;Leveraging weather data for forecasting cases-to-mortality rates due to COVID-19;Iloanusi O, Ross A.;Chaos Solitons Fractals. 2021 Nov,152:111340. doi: 10.1016/j.chaos.2021.111340. Epub 2021 Aug 18.;Iloanusi O;Chaos Solitons Fractals;2021;23-8-2021;PMC8372525;;10.1016/j.chaos.2021.111340
32766597;High SARS-CoV-2 seroprevalence in health care workers but relatively low numbers of deaths in urban Malawi;Chibwana MG, Jere KC, Kamn'gona R, Mandolo J, Katunga-Phiri V, Tembo D, Mitole N, Musasa S, Sichone S, Lakudzala A, Sibale L, Matambo P, Kadwala I, Byrne RL, Mbewe A, Henrion MYR, Morton B, Phiri C, Mallewa J, Mwandumba HC, Adams ER, Gordon SB, Jambo KC.;medRxiv. 2020 Aug 5:2020.07.30.20164970. doi: 10.1101/2020.07.30.20164970. Preprint.;Chibwana MG;medRxiv;2020;9-8-2020;PMC7402052;;10.1101/2020.07.30.20164970
32234709;Predicting COVID-19 Incidence Through Analysis of Google Trends Data in Iran: Data Mining and Deep Learning Pilot Study;Ayyoubzadeh SM, Ayyoubzadeh SM, Zahedi H, Ahmadi M, R Niakan Kalhori S.;JMIR Public Health Surveill. 2020 Apr 14,6(2):e18828. doi: 10.2196/18828.;Ayyoubzadeh SM;JMIR Public Health Surveill;2020;3-4-2020;PMC7159058;;10.2196/18828
33900932;A COVID-19 Pandemic Artificial Intelligence-Based System With Deep Learning Forecasting and Automatic Statistical Data Acquisition: Development and Implementation Study;Yu CS, Chang SS, Chang TH, Wu JL, Lin YJ, Chien HF, Chen RJ.;J Med Internet Res. 2021 May 20,23(5):e27806. doi: 10.2196/27806.;Yu CS;J Med Internet Res;2021;26-4-2021;PMC8139395;;10.2196/27806
34260529;An artificial neural network model to predict the mortality of COVID-19 patients using routine blood samples at the time of hospital admission: Development and validation study;Lin JK, Chien TW, Wang LY, Chou W.;Medicine (Baltimore). 2021 Jul 16,100(28):e26532. doi: 10.1097/MD.0000000000026532.;Lin JK;Medicine (Baltimore);2021;14-7-2021;PMC8284724;;10.1097/MD.0000000000026532
34870131;A deep learning approach for predicting severity of COVID-19 patients using a parsimonious set of laboratory markers;Singh V, Kamaleswaran R, Chalfin D, Buño-Soto A, San Roman J, Rojas-Kenney E, Molinaro R, von Sengbusch S, Hodjat P, Comaniciu D, Kamen A.;iScience. 2021 Dec 17,24(12):103523. doi: 10.1016/j.isci.2021.103523. Epub 2021 Nov 27.;Singh V;iScience;2021;6-12-2021;PMC8626152;;10.1016/j.isci.2021.103523
33162213;Dynamic model to predict the association between air quality, COVID-19 cases, and level of lockdown;Tadano YS, Potgieter-Vermaak S, Kachba YR, Chiroli DMG, Casacio L, Santos-Silva JC, Moreira CAB, Machado V, Alves TA, Siqueira H, Godoi RHM.;Environ Pollut. 2021 Jan 1,268(Pt B):115920. doi: 10.1016/j.envpol.2020.115920. Epub 2020 Oct 29.;Tadano YS;Environ Pollut;2021;9-11-2020;PMC7598373;;10.1016/j.envpol.2020.115920
32390691;Time series forecasting of COVID-19 transmission in Canada using LSTM networks;Chimmula VKR, Zhang L.;Chaos Solitons Fractals. 2020 Jun,135:109864. doi: 10.1016/j.chaos.2020.109864. Epub 2020 May 8.;Chimmula VKR;Chaos Solitons Fractals;2020;12-5-2020;PMC7205623;;10.1016/j.chaos.2020.109864
32989148;Global COVID-19 pandemic demands joint interventions for the suppression of future waves;Li R, Chen B, Zhang T, Ren Z, Song Y, Xiao Y, Hou L, Cai J, Xu B, Li M, Chan KKY, Tu Y, Yang M, Yang J, Liu Z, Shen C, Wang C, Xu L, Liu Q, Bao S, Zhang J, Bi Y, Bai Y, Deng K, Zhang W, Huang W, Whittington JD, Stenseth NC, Guan D, Gong P, Xu B.;Proc Natl Acad Sci U S A. 2020 Oct 20,117(42):26151-26157. doi: 10.1073/pnas.2012002117. Epub 2020 Sep 28.;Li R;Proc Natl Acad Sci U S A;2020;29-9-2020;PMC7585010;;10.1073/pnas.2012002117
33764580;Decreasing transmission and initiation of countrywide vaccination: Key challenges for future management of COVID-19 pandemic in Bangladesh;Molla MMA, Disha JA, Yeasmin M, Ghosh AK, Nafisa T.;Int J Health Plann Manage. 2021 Jul,36(4):1014-1029. doi: 10.1002/hpm.3156. Epub 2021 Mar 25.;Molla MMA;Int J Health Plann Manage;2021;25-3-2021;PMC8251276;;10.1002/hpm.3156
34268211;Exponentially Increasing Trend of Infected Patients with COVID-19 in Iran: A Comparison of Neural Network and ARIMA Forecasting Models;Moftakhar L, Seif M, Safe MS.;Iran J Public Health. 2020 Oct,49(Suppl 1):92-100. doi: 10.18502/ijph.v49iS1.3675.;Moftakhar L;Iran J Public Health;2020;16-7-2021;PMC8266002;;10.18502/ijph.v49iS1.3675
34815624;Modeling the effect of the vaccination campaign on the COVID-19 pandemic;Angeli M, Neofotistos G, Mattheakis M, Kaxiras E.;Chaos Solitons Fractals. 2022 Jan,154:111621. doi: 10.1016/j.chaos.2021.111621. Epub 2021 Nov 19.;Angeli M;Chaos Solitons Fractals;2022;24-11-2021;PMC8603113;;10.1016/j.chaos.2021.111621
34391035;Impact of SARS-CoV-2 positivity on clinical outcome among STEMI patients undergoing mechanical reperfusion: Insights from the ISACS STEMI COVID 19 registry;De Luca G, Debel N, Cercek M, Jensen LO, Vavlukis M, Calmac L, Johnson T, Ferrer GR, Ganyukov V, Wojakowski W, Kinnaird T, von Birgelen C, Cottin Y, IJsselmuiden A, Tuccillo B, Versaci F, Royaards KJ, Berg JT, Laine M, Dirksen M, Siviglia M, Casella G, Kala P, Díez Gil JL, Banning A, Becerra V, De Simone C, Santucci A, Carrillo X, Scoccia A, Amoroso G, Van't Hof AW, Kovarnik T, Tsigkas G, Mehilli J, Gabrielli G, Rios XF, Bakraceski N, Levesque S, Cirrincione G, Guiducci V, Kidawa M, Spedicato L, Marinucci L, Ludman P, Zilio F, Galasso G, Fabris E, Menichelli M, Garcia-Touchard A, Manzo S, Caiazzo G, Moreu J, Forés JS, Donazzan L, Vignali L, Teles R, Benit E, Agostoni P, Ojeda FB, Lehtola H, Camacho-Freiere S, Kraaijeveld A, Antti Y, Boccalatte M, Deharo P, Martínez-Luengas IL, Scheller B, Varytimiadi E, Moreno R, Uccello G, Faurie B, Gutierrez Barrios A, Milewski M, Bruwiere E, Smits P, Wilbert B, Di Uccio FS, Parodi G, Kedhi E, Verdoia M.;Atherosclerosis. 2021 Sep,332:48-54. doi: 10.1016/j.atherosclerosis.2021.06.926. Epub 2021 Jul 21.;De Luca G;Atherosclerosis;2021;14-8-2021;PMC8294603;;10.1016/j.atherosclerosis.2021.06.926
34248288;Toward real-time and efficient cardiovascular monitoring for COVID-19 patients by 5G-enabled wearable medical devices: a deep learning approach;Tan L, Yu K, Bashir AK, Cheng X, Ming F, Zhao L, Zhou X.;Neural Comput Appl. 2021 Jul 4:1-14. doi: 10.1007/s00521-021-06219-9. Online ahead of print.;Tan L;Neural Comput Appl;2021;12-7-2021;PMC8255093;;10.1007/s00521-021-06219-9
32877350;Real-World Implications of a Rapidly Responsive COVID-19 Spread Model with Time-Dependent Parameters via Deep Learning: Model Development and Validation;Jung SY, Jo H, Son H, Hwang HJ.;J Med Internet Res. 2020 Sep 9,22(9):e19907. doi: 10.2196/19907.;Jung SY;J Med Internet Res;2020;3-9-2020;PMC7486001;;10.2196/19907
34538992;Adoption of improved neural network blade pattern recognition in prevention and control of corona virus disease-19 pandemic;Ma Y, Li Z, Gou J, Ding L, Yang D, Feng G.;Pattern Recognit Lett. 2021 Nov,151:275-280. doi: 10.1016/j.patrec.2021.08.033. Epub 2021 Sep 15.;Ma Y;Pattern Recognit Lett;2021;20-9-2021;PMC8442304;;10.1016/j.patrec.2021.08.033
33842686;COVID-19 prediction using LSTM algorithm: GCC case study;Ghany KKA, Zawbaa HM, Sabri HM.;Inform Med Unlocked. 2021,23:100566. doi: 10.1016/j.imu.2021.100566. Epub 2021 Apr 6.;Ghany KKA;Inform Med Unlocked;2021;12-4-2021;PMC8021451;;10.1016/j.imu.2021.100566
34770108;National Holidays and Social Mobility Behaviors: Alternatives for Forecasting COVID-19 Deaths in Brazil;Aragão DP, Dos Santos DH, Mondini A, Gonçalves LMG.;Int J Environ Res Public Health. 2021 Nov 4,18(21):11595. doi: 10.3390/ijerph182111595.;Aragão DP;Int J Environ Res Public Health;2021;13-11-2021;PMC8582864;;10.3390/ijerph182111595
32700937;Applying relationship science to evaluate how the COVID-19 pandemic may impact couples' relationships;Pietromonaco PR, Overall NC.;Am Psychol. 2021 Apr,76(3):438-450. doi: 10.1037/amp0000714. Epub 2020 Jul 23.;Pietromonaco PR;Am Psychol;2021;24-7-2020;;;10.1037/amp0000714
34797482;COVID-19 is Affecting the Presentation and Treatment of Melanoma Patients in the Northeastern United States;Davis CH, Ho J, Greco SH, Koshenkov VP, Vidri RJ, Farma JM, Berger AC.;Ann Surg Oncol. 2022 Mar,29(3):1629-1635. doi: 10.1245/s10434-021-11086-8. Epub 2021 Nov 19.;Davis CH;Ann Surg Oncol;2022;19-11-2021;PMC8603898;;10.1245/s10434-021-11086-8
33504336;Development of the reproduction number from coronavirus SARS-CoV-2 case data in Germany and implications for political measures;Khailaie S, Mitra T, Bandyopadhyay A, Schips M, Mascheroni P, Vanella P, Lange B, Binder SC, Meyer-Hermann M.;BMC Med. 2021 Jan 28,19(1):32. doi: 10.1186/s12916-020-01884-4.;Khailaie S;BMC Med;2021;28-1-2021;PMC7840427;;10.1186/s12916-020-01884-4
33898386;Determinants of Tourism Stocks During the COVID-19: Evidence From the Deep Learning Models;Pan WT, Huang QY, Yang ZY, Zhu FY, Pang YN, Zhuang ME.;Front Public Health. 2021 Apr 9,9:675801. doi: 10.3389/fpubh.2021.675801. eCollection 2021.;Pan WT;Front Public Health;2021;26-4-2021;PMC8062709;;10.3389/fpubh.2021.675801
35035627;COVID-19 Time Series Forecasting - Twenty Days Ahead;de Carvalho KCM, Vicente JP, Teixeira JP.;Procedia Comput Sci. 2022,196:1021-1027. doi: 10.1016/j.procs.2021.12.105. Epub 2022 Jan 10.;de Carvalho KCM;Procedia Comput Sci;2022;17-1-2022;PMC8745940;;10.1016/j.procs.2021.12.105
33610034;A stochastic numerical analysis based on hybrid NAR-RBFs networks nonlinear SITR model for novel COVID-19 dynamics;Shoaib M, Raja MAZ, Sabir MT, Bukhari AH, Alrabaiah H, Shah Z, Kumam P, Islam S.;Comput Methods Programs Biomed. 2021 Apr,202:105973. doi: 10.1016/j.cmpb.2021.105973. Epub 2021 Feb 7.;Shoaib M;Comput Methods Programs Biomed;2021;20-2-2021;PMC7868062;;10.1016/j.cmpb.2021.105973
34118730;COVID-19 prevalence forecasting using Autoregressive Integrated Moving Average (ARIMA) and Artificial Neural Networks (ANN): Case of Turkey;Toğa G, Atalay B, Toksari MD.;J Infect Public Health. 2021 Jul,14(7):811-816. doi: 10.1016/j.jiph.2021.04.015. Epub 2021 May 5.;Toğa G;J Infect Public Health;2021;12-6-2021;PMC8098037;;10.1016/j.jiph.2021.04.015
33134090;Comparative study of ANN and fuzzy classifier for forecasting electrical activity of heart to diagnose Covid-19;Nivethitha T, Palanisamy SK, Mohana Prakash K, Jeevitha K.;Mater Today Proc. 2021,45:2293-2305. doi: 10.1016/j.matpr.2020.10.400. Epub 2020 Oct 27.;Nivethitha T;Mater Today Proc;2021;2-11-2020;PMC7590822;;10.1016/j.matpr.2020.10.400
32565626;Time series prediction of COVID-19 by mutation rate analysis using recurrent neural network-based LSTM model;Pathan RK, Biswas M, Khandaker MU.;Chaos Solitons Fractals. 2020 Sep,138:110018. doi: 10.1016/j.chaos.2020.110018. Epub 2020 Jun 13.;Pathan RK;Chaos Solitons Fractals;2020;23-6-2020;PMC7293453;;10.1016/j.chaos.2020.110018
34430677;Neural connectome prospectively encodes the risk of post-traumatic stress disorder (PTSD) symptom during the COVID-19 pandemic;Chen Z, Feng P, Becker B, Xu T, Nassar MR, Sirois F, Hommel B, Zhang C, He Q, Qiu J, He L, Lei X, Chen H, Feng T.;Neurobiol Stress. 2021 Aug 8,15:100378. doi: 10.1016/j.ynstr.2021.100378. eCollection 2021 Nov.;Chen Z;Neurobiol Stress;2021;25-8-2021;PMC8371262;;10.1016/j.ynstr.2021.100378
35039713;Stochastic forecasting of COVID-19 daily new cases across countries with a novel hybrid time series model;Bhattacharyya A, Chakraborty T, Rai SN.;Nonlinear Dyn. 2022 Jan 13:1-16. doi: 10.1007/s11071-021-07099-3. Online ahead of print.;Bhattacharyya A;Nonlinear Dyn;2022;18-1-2022;PMC8754528;;10.1007/s11071-021-07099-3
34071801;One-Year Lesson: Machine Learning Prediction of COVID-19 Positive Cases with Meteorological Data and Mobility Estimate in Japan;Rashed EA, Hirata A.;Int J Environ Res Public Health. 2021 May 27,18(11):5736. doi: 10.3390/ijerph18115736.;Rashed EA;Int J Environ Res Public Health;2021;2-6-2021;PMC8198917;;10.3390/ijerph18115736
33899004;Prediction of COVID-19 Trend in India and Its Four Worst-Affected States Using Modified SEIRD and LSTM Models;Bedi P, Dhiman S, Gole P, Gupta N, Jindal V.;SN Comput Sci. 2021,2(3):224. doi: 10.1007/s42979-021-00598-5. Epub 2021 Apr 20.;Bedi P;SN Comput Sci;2021;26-4-2021;PMC8057011;;10.1007/s42979-021-00598-5
32777818;VIDHOP, viral host prediction with deep learning;Mock F, Viehweger A, Barth E, Marz M.;Bioinformatics. 2021 Apr 20,37(3):318-325. doi: 10.1093/bioinformatics/btaa705.;Mock F;Bioinformatics;2021;11-8-2020;PMC7454304;;10.1093/bioinformatics/btaa705
33723498;Data science approach to stock prices forecasting in Indonesia during Covid-19 using Long Short-Term Memory (LSTM);Budiharto W.;J Big Data. 2021,8(1):47. doi: 10.1186/s40537-021-00430-0. Epub 2021 Mar 11.;Budiharto W;J Big Data;2021;16-3-2021;PMC7948653;;10.1186/s40537-021-00430-0
34444425;A Clinical Decision Web to Predict ICU Admission or Death for Patients Hospitalised with COVID-19 Using Machine Learning Algorithms;Aznar-Gimeno R, Esteban LM, Labata-Lezaun G, Del-Hoyo-Alonso R, Abadia-Gallego D, Paño-Pardo JR, Esquillor-Rodrigo MJ, Lanas Á, Serrano MT.;Int J Environ Res Public Health. 2021 Aug 17,18(16):8677. doi: 10.3390/ijerph18168677.;Aznar-Gimeno R;Int J Environ Res Public Health;2021;27-8-2021;PMC8394359;;10.3390/ijerph18168677
34221854;Time series forecasting of new cases and new deaths rate for COVID-19 using deep learning methods;Ayoobi N, Sharifrazi D, Alizadehsani R, Shoeibi A, Gorriz JM, Moosaei H, Khosravi A, Nahavandi S, Gholamzadeh Chofreh A, Goni FA, Klemeš JJ, Mosavi A.;Results Phys. 2021 Aug,27:104495. doi: 10.1016/j.rinp.2021.104495. Epub 2021 Jun 26.;Ayoobi N;Results Phys;2021;5-7-2021;PMC8233414;;10.1016/j.rinp.2021.104495
34566272;COVID19-HPSMP : COVID-19 adopted Hybrid and Parallel deep information fusion framework for stock price movement prediction;Ronaghi F, Salimibeni M, Naderkhani F, Mohammadi A.;Expert Syst Appl. 2022 Jan,187:115879. doi: 10.1016/j.eswa.2021.115879. Epub 2021 Sep 20.;Ronaghi F;Expert Syst Appl;2022;27-9-2021;PMC8450050;;10.1016/j.eswa.2021.115879
33864948;Comparison of different prognostic scores for patients with cirrhosis hospitalized with SARS-CoV-2 infection;Mendizabal M, Ridruejo E, Piñero F, Anders M, Padilla M, Toro LG, Torre A, Montes P, Urzúa A, Gonzalez Ballerga E, Silveyra MD, Michelato D, Díaz J, Peralta M, Pages J, García SR, Gutierrez Lozano I, Macias Y, Cocozzella D, Chavez-Tapia N, Tagle M, Dominguez A, Varón A, Vera Pozo E, Higuera-de la Tijera F, Bustios C, Conte D, Escajadillo N, Gómez AJ, Tenorio L, Castillo Barradas M, Schinoni MI, Bessone F, Contreras F, Nazal L, Sanchez A, García M, Brutti J, Cabrera MC, Miranda-Zazueta G, Rojas G, Cattaneo M, Castro-Narro G, Rubinstein F, Silva MO.;Ann Hepatol. 2021 Nov-Dec,25:100350. doi: 10.1016/j.aohep.2021.100350. Epub 2021 Apr 14.;Mendizabal M;Ann Hepatol;2021;17-4-2021;PMC8045426;;10.1016/j.aohep.2021.100350
34881612;Optimized ensemble deep learning framework for scalable forecasting of dynamics containing extreme events;Ray A, Chakraborty T, Ghosh D.;Chaos. 2021 Nov,31(11):111105. doi: 10.1063/5.0074213.;Ray A;Chaos;2021;9-12-2021;;;10.1063/5.0074213
33907345;A hybrid data envelopment analysis-artificial neural network prediction model for COVID-19 severity in transplant recipients;Revuelta I, Santos-Arteaga FJ, Montagud-Marrahi E, Ventura-Aguiar P, Di Caprio D, Cofan F, Cucchiari D, Torregrosa V, Piñeiro GJ, Esforzado N, Bodro M, Ugalde-Altamirano J, Moreno A, Campistol JM, Alcaraz A, Bayès B, Poch E, Oppenheimer F, Diekmann F.;Artif Intell Rev. 2021 Apr 23:1-32. doi: 10.1007/s10462-021-10008-0. Online ahead of print.;Revuelta I;Artif Intell Rev;2021;28-4-2021;PMC8062617;;10.1007/s10462-021-10008-0
34803236;E-learningDJUST: E-learning dataset from Jordan university of science and technology toward investigating the impact of COVID-19 pandemic on education;Abdullah M, Al-Ayyoub M, AlRawashdeh S, Shatnawi F.;Neural Comput Appl. 2021 Nov 13:1-15. doi: 10.1007/s00521-021-06712-1. Online ahead of print.;Abdullah M;Neural Comput Appl;2021;22-11-2021;PMC8590139;;10.1007/s00521-021-06712-1
34347175;Comparison of ARIMA, ETS, NNAR, TBATS and hybrid models to forecast the second wave of COVID-19 hospitalizations in Italy;Perone G.;Eur J Health Econ. 2021 Aug 4:1-24. doi: 10.1007/s10198-021-01347-4. Online ahead of print.;Perone G;Eur J Health Econ;2021;4-8-2021;PMC8332000;;10.1007/s10198-021-01347-4
34380740;Predicting the effect of confinement on the COVID-19 spread using machine learning enriched with satellite air pollution observations;Xing X, Xiong Y, Yang R, Wang R, Wang W, Kan H, Lu T, Li D, Cao J, Peñuelas J, Ciais P, Bauer N, Boucher O, Balkanski Y, Hauglustaine D, Brasseur G, Morawska L, Janssens IA, Wang X, Sardans J, Wang Y, Deng Y, Wang L, Chen J, Tang X, Zhang R.;Proc Natl Acad Sci U S A. 2021 Aug 17,118(33):e2109098118. doi: 10.1073/pnas.2109098118.;Xing X;Proc Natl Acad Sci U S A;2021;12-8-2021;PMC8379976;;10.1073/pnas.2109098118
33360755;Surgery Provider Perceptions on Telehealth Visits During the COVID-19 Pandemic: Room for Improvement;Kemp MT, Liesman DR, Williams AM, Brown CS, Iancu AM, Wakam GK, Biesterveld BE, Alam HB.;J Surg Res. 2021 Apr,260:300-306. doi: 10.1016/j.jss.2020.11.034. Epub 2020 Nov 13.;Kemp MT;J Surg Res;2021;28-12-2020;PMC7664345;;10.1016/j.jss.2020.11.034
32679861;Forecasting Covid-19 Dynamics in Brazil: A Data Driven Approach;Pereira IG, Guerin JM, Silva Júnior AG, Garcia GS, Piscitelli P, Miani A, Distante C, Gonçalves LMG.;Int J Environ Res Public Health. 2020 Jul 15,17(14):5115. doi: 10.3390/ijerph17145115.;Pereira IG;Int J Environ Res Public Health;2020;19-7-2020;PMC7400194;;10.3390/ijerph17145115
34253768;COUnty aggRegation mixup AuGmEntation (COURAGE) COVID-19 prediction;Er S, Yang S, Zhao T.;Sci Rep. 2021 Jul 12,11(1):14262. doi: 10.1038/s41598-021-93545-6.;Er S;Sci Rep;2021;13-7-2021;PMC8275764;;10.1038/s41598-021-93545-6
34802278;COVID-19 Surveiller: toward a robust and effective pandemic surveillance system basedon social media mining;Jiang JY, Zhou Y, Chen X, Jhou YR, Zhao L, Liu S, Yang PC, Ahmar J, Wang W.;Philos Trans A Math Phys Eng Sci. 2022 Jan 10,380(2214):20210125. doi: 10.1098/rsta.2021.0125. Epub 2021 Nov 22.;Jiang JY;Philos Trans A Math Phys Eng Sci;2022;22-11-2021;PMC8607148;;10.1098/rsta.2021.0125
32836916;Role of intelligent computing in COVID-19 prognosis: A state-of-the-art review;Swapnarekha H, Behera HS, Nayak J, Naik B.;Chaos Solitons Fractals. 2020 Sep,138:109947. doi: 10.1016/j.chaos.2020.109947. Epub 2020 May 29.;Swapnarekha H;Chaos Solitons Fractals;2020;25-8-2020;PMC7256553;;10.1016/j.chaos.2020.109947
34449401;COVID-19 Mortality Prediction From Deep Learning in a Large Multistate Electronic Health Record and Laboratory Information System Data Set: Algorithm Development and Validation;Sankaranarayanan S, Balan J, Walsh JR, Wu Y, Minnich S, Piazza A, Osborne C, Oliver GR, Lesko J, Bates KL, Khezeli K, Block DR, DiGuardo M, Kreuter J, O'Horo JC, Kalantari J, Klee EW, Salama ME, Kipp B, Morice WG, Jenkinson G.;J Med Internet Res. 2021 Sep 28,23(9):e30157. doi: 10.2196/30157.;Sankaranarayanan S;J Med Internet Res;2021;27-8-2021;PMC8480399;;10.2196/30157
34351990;Questioning the sex-specific differences in the association of smoking on the survival rate of hospitalized COVID-19 patients;Khalil A, Dhingra R, Al-Mulki J, Hassoun M, Alexis N.;PLoS One. 2021 Aug 5,16(8):e0255692. doi: 10.1371/journal.pone.0255692. eCollection 2021.;Khalil A;PLoS One;2021;5-8-2021;PMC8341532;;10.1371/journal.pone.0255692
32874935;Changing the COVID-19 Narrative in Africa: Using an Implementation Research Lens to Understand Successes and Plan for Challenges Ahead;Binagwaho A, Frisch MF, Ntawukuriryayo JT, Hirschhorn LR.;Ann Glob Health. 2020 Aug 19,86(1):104. doi: 10.5334/aogh.3001.;Binagwaho A;Ann Glob Health;2020;3-9-2020;PMC7442167;;10.5334/aogh.3001
35055559;Multi-Regional Modeling of Cumulative COVID-19 Cases Integrated with Environmental Forest Knowledge Estimation: A Deep Learning Ensemble Approach;Alamrouni A, Aslanova F, Mati S, Maccido HS, Jibril AA, Usman AG, Abba SI.;Int J Environ Res Public Health. 2022 Jan 10,19(2):738. doi: 10.3390/ijerph19020738.;Alamrouni A;Int J Environ Res Public Health;2022;21-1-2022;PMC8775387;;10.3390/ijerph19020738
34557468;Prediction of Mental Health in Medical Workers During COVID-19 Based on Machine Learning;Wang X, Li H, Sun C, Zhang X, Wang T, Dong C, Guo D.;Front Public Health. 2021 Sep 7,9:697850. doi: 10.3389/fpubh.2021.697850. eCollection 2021.;Wang X;Front Public Health;2021;24-9-2021;PMC8452905;;10.3389/fpubh.2021.697850
33145799;Improving Health Risk Assessment as a Basis for Public Health Decisions in the 21st Century;Anderson EL, Omenn GS, Turnham P.;Risk Anal. 2020 Nov,40(S1):2272-2299. doi: 10.1111/risa.13617. Epub 2020 Nov 3.;Anderson EL;Risk Anal;2020;4-11-2020;;;10.1111/risa.13617
34043172;Predicting COVID-19 cases using bidirectional LSTM on multivariate time series;Said AB, Erradi A, Aly HA, Mohamed A.;Environ Sci Pollut Res Int. 2021 Oct,28(40):56043-56052. doi: 10.1007/s11356-021-14286-7. Epub 2021 May 27.;Said AB;Environ Sci Pollut Res Int;2021;27-5-2021;PMC8155803;;10.1007/s11356-021-14286-7
34690451;The air quality changes and related mortality benefits during the coronavirus disease 2019 pandemic in China: Results from a nationwide forecasting study;Qiu W, He H, Xu T, Jia C, Li W.;J Clean Prod. 2021 Jul 25,308:127327. doi: 10.1016/j.jclepro.2021.127327. Epub 2021 May 1.;Qiu W;J Clean Prod;2021;25-10-2021;PMC8525877;;10.1016/j.jclepro.2021.127327
